tool	context	sample_size	rep	region	n_files	elapsed_sec	user_sec	sys_sec	max_rss_kb	exit_status
ballc	CHH	100	0099	chr10:44387560-44387653	100	9.04	6.88	2.09	35176	0
ballc	CHH	100	0100	chr1:236713100-236713431	100	9.03	6.83	2.14	35208	0
dmpp_list	CHH	100	0100	chr1:236713100-236713431	100	0.36	0.33	0.02	15048	0
dmpp_list	CHH	10	0001	chr18:60904687-60905329	10	0.05	0.02	0.01	14472	0
ballc	CHH	10	0001	chr18:60904687-60905329	10	1.09	0.64	0.18	35148	0
ballc	CHH	10	0002	chr7:129102492-129103257	10	0.99	0.57	0.19	35112	0
dmpp_list	CHH	10	0002	chr7:129102492-129103257	10	0.04	0.03	0.00	12700	0
dmpp_list	CHH	10	0003	chr10:80986092-80987802	10	0.33	0.03	0.01	12436	0
ballc	CHH	10	0003	chr10:80986092-80987802	10	1.02	0.63	0.21	35116	0
ballc	CHH	10	0004	chr7:73004751-73004968	10	1.04	0.62	0.20	35104	0
dmpp_list	CHH	10	0004	chr7:73004751-73004968	10	0.04	0.03	0.01	14732	0
dmpp_list	CHH	10	0005	chr19:54565849-54566796	10	0.20	0.03	0.01	14504	0
ballc	CHH	10	0005	chr19:54565849-54566796	10	0.82	0.60	0.20	35108	0
ballc	CHH	10	0006	chr9:100907369-100908413	10	1.09	0.66	0.21	35044	0
dmpp_list	CHH	10	0006	chr9:100907369-100908413	10	0.04	0.03	0.01	12304	0
dmpp_list	CHH	10	0007	chr6:62666358-62666693	10	0.04	0.03	0.00	14500	0
ballc	CHH	10	0007	chr6:62666358-62666693	10	0.95	0.60	0.21	35092	0
ballc	CHH	10	0008	chr8:4995081-4995181	10	1.00	0.67	0.19	35072	0
dmpp_list	CHH	10	0008	chr8:4995081-4995181	10	0.04	0.03	0.01	12452	0
dmpp_list	CHH	10	0009	chr5:2250505-2250695	10	0.05	0.03	0.01	12532	0
ballc	CHH	10	0009	chr5:2250505-2250695	10	1.04	0.66	0.22	35100	0
ballc	CHH	10	0010	chr11:92883107-92883298	10	1.00	0.62	0.22	35124	0
dmpp_list	CHH	10	0010	chr11:92883107-92883298	10	0.25	0.02	0.01	12436	0
dmpp_list	CHH	10	0011	chr11:25599990-25600068	10	0.18	0.02	0.01	12440	0
ballc	CHH	10	0011	chr11:25599990-25600068	10	1.03	0.67	0.20	35100	0
ballc	CHH	10	0012	chr11:58972007-58972930	10	0.97	0.64	0.21	35160	0
dmpp_list	CHH	10	0012	chr11:58972007-58972930	10	0.05	0.03	0.01	12464	0
dmpp_list	CHH	10	0013	chr8:10777349-10777787	10	0.04	0.04	0.00	12436	0
ballc	CHH	10	0013	chr8:10777349-10777787	10	1.08	0.67	0.22	35156	0
ballc	CHH	10	0014	chr5:135132025-135132550	10	1.04	0.64	0.21	35064	0
dmpp_list	CHH	10	0014	chr5:135132025-135132550	10	0.04	0.04	0.00	14564	0
dmpp_list	CHH	10	0015	chr22:45017786-45018409	10	0.22	0.02	0.01	12464	0
ballc	CHH	10	0015	chr22:45017786-45018409	10	1.01	0.66	0.21	35084	0
ballc	CHH	10	0016	chr14:25520941-25521563	10	1.05	0.68	0.22	35116	0
dmpp_list	CHH	10	0016	chr14:25520941-25521563	10	0.19	0.03	0.01	12684	0
dmpp_list	CHH	10	0017	chr5:175048343-175048570	10	0.04	0.02	0.01	12440	0
ballc	CHH	10	0017	chr5:175048343-175048570	10	0.90	0.55	0.22	35132	0
ballc	CHH	10	0018	chr3:34346374-34347822	10	0.99	0.64	0.21	35188	0
dmpp_list	CHH	10	0018	chr3:34346374-34347822	10	0.09	0.03	0.01	12564	0
dmpp_list	CHH	10	0019	chr16:27056092-27058943	10	0.26	0.03	0.01	12464	0
ballc	CHH	10	0019	chr16:27056092-27058943	10	1.03	0.70	0.22	35148	0
ballc	CHH	10	0020	chr21:46591012-46594063	10	0.97	0.63	0.21	35128	0
dmpp_list	CHH	10	0020	chr21:46591012-46594063	10	0.03	0.02	0.00	14448	0
dmpp_list	CHH	10	0021	chr3:140475747-140476554	10	0.04	0.03	0.01	12236	0
ballc	CHH	10	0021	chr3:140475747-140476554	10	0.98	0.64	0.24	35088	0
ballc	CHH	10	0022	chr1:221680909-221682657	10	1.04	0.65	0.25	35096	0
dmpp_list	CHH	10	0022	chr1:221680909-221682657	10	0.20	0.03	0.01	12408	0
dmpp_list	CHH	10	0023	chr16:26123069-26123622	10	0.08	0.03	0.00	12452	0
ballc	CHH	10	0023	chr16:26123069-26123622	10	0.94	0.63	0.21	35188	0
ballc	CHH	10	0024	chr14:85913918-85914615	10	1.04	0.67	0.23	35140	0
dmpp_list	CHH	10	0024	chr14:85913918-85914615	10	0.12	0.03	0.01	12500	0
dmpp_list	CHH	10	0025	chr2:65030383-65030570	10	0.09	0.03	0.00	12692	0
ballc	CHH	10	0025	chr2:65030383-65030570	10	0.99	0.67	0.23	35060	0
ballc	CHH	10	0026	chr11:79348942-79349508	10	0.97	0.65	0.22	35120	0
dmpp_list	CHH	10	0026	chr11:79348942-79349508	10	0.08	0.03	0.00	12460	0
dmpp_list	CHH	10	0027	chr20:26276905-26277145	10	0.12	0.02	0.00	12308	0
ballc	CHH	10	0027	chr20:26276905-26277145	10	0.98	0.66	0.22	35140	0
ballc	CHH	10	0028	chr6:65980861-65985996	10	0.99	0.66	0.23	35164	0
dmpp_list	CHH	10	0028	chr6:65980861-65985996	10	0.04	0.03	0.01	12708	0
dmpp_list	CHH	10	0029	chr12:118715386-118717440	10	0.19	0.03	0.01	12692	0
ballc	CHH	10	0029	chr12:118715386-118717440	10	0.96	0.67	0.24	35112	0
ballc	CHH	10	0030	chr7:67595333-67595734	10	0.90	0.61	0.20	35124	0
dmpp_list	CHH	10	0030	chr7:67595333-67595734	10	0.04	0.03	0.01	12536	0
dmpp_list	CHH	10	0031	chr11:57989487-57990002	10	0.04	0.03	0.01	14500	0
ballc	CHH	10	0031	chr11:57989487-57990002	10	1.00	0.68	0.22	35052	0
ballc	CHH	10	0032	chr19:23909741-23914442	10	1.00	0.67	0.23	35096	0
dmpp_list	CHH	10	0032	chr19:23909741-23914442	10	0.09	0.03	0.01	12404	0
dmpp_list	CHH	10	0033	chr11:127370712-127372744	10	0.07	0.03	0.01	12544	0
ballc	CHH	10	0033	chr11:127370712-127372744	10	0.98	0.66	0.23	35140	0
ballc	CHH	10	0034	chr2:40967444-40967745	10	0.89	0.57	0.24	35072	0
dmpp_list	CHH	10	0034	chr2:40967444-40967745	10	0.09	0.03	0.01	14532	0
dmpp_list	CHH	10	0035	chr10:3813894-3814451	10	0.05	0.03	0.01	12496	0
ballc	CHH	10	0035	chr10:3813894-3814451	10	0.96	0.65	0.21	35120	0
ballc	CHH	10	0036	chr15:98348879-98349258	10	0.98	0.65	0.21	35084	0
dmpp_list	CHH	10	0036	chr15:98348879-98349258	10	0.12	0.03	0.01	12512	0
dmpp_list	CHH	10	0037	chr4:2798992-2799189	10	0.06	0.03	0.01	12508	0
ballc	CHH	10	0037	chr4:2798992-2799189	10	0.94	0.60	0.20	35128	0
ballc	CHH	10	0038	chr7:147213115-147214169	10	1.04	0.67	0.22	35036	0
dmpp_list	CHH	10	0038	chr7:147213115-147214169	10	0.04	0.03	0.01	12396	0
dmpp_list	CHH	10	0039	chr11:132609364-132610559	10	0.04	0.03	0.00	12100	0
ballc	CHH	10	0039	chr11:132609364-132610559	10	0.99	0.67	0.23	35052	0
ballc	CHH	10	0040	chr18:53505240-53506718	10	1.00	0.69	0.22	35112	0
dmpp_list	CHH	10	0040	chr18:53505240-53506718	10	0.10	0.03	0.01	12528	0
dmpp_list	CHH	10	0041	chr7:142155340-142155941	10	0.04	0.02	0.01	12468	0
ballc	CHH	10	0041	chr7:142155340-142155941	10	0.83	0.61	0.21	35064	0
ballc	CHH	10	0042	chr8:93258272-93259554	10	0.96	0.65	0.25	35132	0
dmpp_list	CHH	10	0042	chr8:93258272-93259554	10	0.04	0.03	0.01	14508	0
dmpp_list	CHH	10	0043	chrX:56913054-56913738	10	0.05	0.03	0.01	12452	0
ballc	CHH	10	0043	chrX:56913054-56913738	10	0.99	0.66	0.24	35124	0
ballc	CHH	10	0044	chr6:124143967-124145005	10	1.03	0.67	0.25	35108	0
dmpp_list	CHH	10	0044	chr6:124143967-124145005	10	0.05	0.03	0.01	14440	0
dmpp_list	CHH	10	0045	chr12:57609991-57611227	10	0.05	0.02	0.01	12484	0
ballc	CHH	10	0045	chr12:57609991-57611227	10	0.93	0.57	0.20	35160	0
ballc	CHH	10	0046	chr5:16416167-16417731	10	0.99	0.66	0.23	35120	0
dmpp_list	CHH	10	0046	chr5:16416167-16417731	10	0.04	0.03	0.01	14556	0
dmpp_list	CHH	10	0047	chrX:33732914-33733256	10	0.05	0.03	0.00	14488	0
ballc	CHH	10	0047	chrX:33732914-33733256	10	1.03	0.68	0.23	35060	0
ballc	CHH	10	0048	chr20:7208269-7209333	10	1.09	0.62	0.24	35136	0
dmpp_list	CHH	10	0048	chr20:7208269-7209333	10	0.06	0.02	0.01	12316	0
dmpp_list	CHH	10	0049	chr2:236818024-236818461	10	0.10	0.02	0.01	12468	0
ballc	CHH	10	0049	chr2:236818024-236818461	10	1.01	0.68	0.23	35140	0
ballc	CHH	10	0050	chr13:55588098-55589591	10	0.99	0.67	0.23	35136	0
dmpp_list	CHH	10	0050	chr13:55588098-55589591	10	0.06	0.04	0.00	12424	0
dmpp_list	CHH	10	0051	chr4:72047673-72048201	10	0.05	0.03	0.01	12440	0
ballc	CHH	10	0051	chr4:72047673-72048201	10	0.96	0.65	0.23	35012	0
ballc	CHH	10	0052	chr5:15449680-15450643	10	0.93	0.63	0.23	35188	0
dmpp_list	CHH	10	0052	chr5:15449680-15450643	10	0.05	0.03	0.01	12452	0
dmpp_list	CHH	10	0053	chr8:11955567-11956074	10	0.05	0.03	0.01	12436	0
ballc	CHH	10	0053	chr8:11955567-11956074	10	0.99	0.66	0.24	35120	0
ballc	CHH	10	0054	chr10:123671691-123674480	10	1.00	0.68	0.22	35100	0
dmpp_list	CHH	10	0054	chr10:123671691-123674480	10	0.06	0.03	0.00	12616	0
dmpp_list	CHH	10	0055	chr18:70005736-70006080	10	0.05	0.03	0.01	14740	0
ballc	CHH	10	0055	chr18:70005736-70006080	10	0.99	0.63	0.25	35156	0
ballc	CHH	10	0056	chr6:126560209-126560748	10	1.00	0.66	0.24	35076	0
dmpp_list	CHH	10	0056	chr6:126560209-126560748	10	0.04	0.03	0.00	12508	0
dmpp_list	CHH	10	0057	chr6:168472624-168474551	10	0.04	0.03	0.00	12372	0
ballc	CHH	10	0057	chr6:168472624-168474551	10	0.94	0.61	0.23	35180	0
ballc	CHH	10	0058	chr8:3472697-3473159	10	0.94	0.65	0.25	35004	0
dmpp_list	CHH	10	0058	chr8:3472697-3473159	10	0.04	0.03	0.00	14728	0
dmpp_list	CHH	10	0059	chr19:28344343-28346016	10	0.04	0.03	0.01	14492	0
ballc	CHH	10	0059	chr19:28344343-28346016	10	0.97	0.64	0.23	35124	0
ballc	CHH	10	0060	chr9:20562981-20563797	10	1.00	0.68	0.23	35132	0
dmpp_list	CHH	10	0060	chr9:20562981-20563797	10	0.04	0.03	0.00	12540	0
dmpp_list	CHH	10	0061	chr8:136221145-136222235	10	0.04	0.04	0.00	12460	0
ballc	CHH	10	0061	chr8:136221145-136222235	10	0.97	0.65	0.23	35152	0
ballc	CHH	10	0062	chr12:5622945-5623319	10	0.96	0.65	0.23	35180	0
dmpp_list	CHH	10	0062	chr12:5622945-5623319	10	0.03	0.02	0.01	12436	0
dmpp_list	CHH	10	0063	chr4:19164070-19165278	10	0.03	0.02	0.00	12484	0
ballc	CHH	10	0063	chr4:19164070-19165278	10	0.97	0.64	0.22	35116	0
ballc	CHH	10	0064	chr9:9458902-9461863	10	0.98	0.66	0.22	35180	0
dmpp_list	CHH	10	0064	chr9:9458902-9461863	10	0.03	0.02	0.01	14520	0
dmpp_list	CHH	10	0065	chr7:126955811-126958406	10	0.04	0.03	0.01	14536	0
ballc	CHH	10	0065	chr7:126955811-126958406	10	1.01	0.68	0.22	35100	0
ballc	CHH	10	0066	chrX:130119041-130119207	10	1.18	0.65	0.44	35088	0
dmpp_list	CHH	10	0066	chrX:130119041-130119207	10	0.04	0.03	0.01	12724	0
dmpp_list	CHH	10	0067	chr7:27111485-27111903	10	0.04	0.03	0.01	14744	0
ballc	CHH	10	0067	chr7:27111485-27111903	10	1.06	0.70	0.24	35124	0
ballc	CHH	10	0068	chr1:73519185-73519932	10	1.11	0.66	0.32	35132	0
dmpp_list	CHH	10	0068	chr1:73519185-73519932	10	0.22	0.03	0.01	12344	0
dmpp_list	CHH	10	0069	chr18:50268597-50268728	10	0.10	0.03	0.01	12464	0
ballc	CHH	10	0069	chr18:50268597-50268728	10	0.97	0.64	0.24	35104	0
ballc	CHH	10	0070	chr6:51492948-51493393	10	1.01	0.67	0.23	35148	0
dmpp_list	CHH	10	0070	chr6:51492948-51493393	10	0.04	0.03	0.01	12392	0
dmpp_list	CHH	10	0071	chr6:50817231-50817460	10	0.05	0.03	0.01	12604	0
ballc	CHH	10	0071	chr6:50817231-50817460	10	1.32	0.61	0.23	35188	0
ballc	CHH	10	0072	chr18:5427768-5427951	10	1.00	0.65	0.25	35084	0
dmpp_list	CHH	10	0072	chr18:5427768-5427951	10	0.19	0.03	0.01	12356	0
dmpp_list	CHH	10	0073	chr7:53525475-53525834	10	0.04	0.03	0.01	14308	0
ballc	CHH	10	0073	chr7:53525475-53525834	10	0.97	0.68	0.22	35064	0
ballc	CHH	10	0074	chr20:61695399-61695722	10	1.01	0.66	0.23	35136	0
dmpp_list	CHH	10	0074	chr20:61695399-61695722	10	0.07	0.03	0.01	14336	0
dmpp_list	CHH	10	0075	chr10:18400909-18401323	10	0.04	0.02	0.01	14520	0
ballc	CHH	10	0075	chr10:18400909-18401323	10	0.99	0.63	0.24	35164	0
ballc	CHH	10	0076	chr12:123391597-123392259	10	0.96	0.63	0.23	35128	0
dmpp_list	CHH	10	0076	chr12:123391597-123392259	10	0.04	0.03	0.01	12516	0
dmpp_list	CHH	10	0077	chr13:110308769-110308902	10	0.05	0.03	0.01	12476	0
ballc	CHH	10	0077	chr13:110308769-110308902	10	0.93	0.63	0.23	35068	0
ballc	CHH	10	0078	chr4:44354342-44357413	10	1.01	0.67	0.24	35084	0
dmpp_list	CHH	10	0078	chr4:44354342-44357413	10	0.04	0.03	0.00	14668	0
dmpp_list	CHH	10	0079	chr2:48901985-48904986	10	0.04	0.02	0.01	12132	0
ballc	CHH	10	0079	chr2:48901985-48904986	10	0.93	0.63	0.23	35128	0
ballc	CHH	10	0080	chr13:82821299-82821513	10	0.99	0.63	0.26	35120	0
dmpp_list	CHH	10	0080	chr13:82821299-82821513	10	0.05	0.04	0.00	12380	0
dmpp_list	CHH	10	0081	chr6:7200983-7201712	10	0.04	0.03	0.01	12660	0
ballc	CHH	10	0081	chr6:7200983-7201712	10	0.99	0.64	0.25	35160	0
ballc	CHH	10	0082	chr16:35473551-35474428	10	0.99	0.67	0.22	35056	0
dmpp_list	CHH	10	0082	chr16:35473551-35474428	10	0.04	0.03	0.00	14476	0
dmpp_list	CHH	10	0083	chr1:13233364-13233554	10	0.19	0.03	0.01	12056	0
ballc	CHH	10	0083	chr1:13233364-13233554	10	0.87	0.63	0.23	35092	0
ballc	CHH	10	0084	chr12:53677129-53677640	10	0.99	0.66	0.24	35076	0
dmpp_list	CHH	10	0084	chr12:53677129-53677640	10	0.06	0.03	0.01	12404	0
dmpp_list	CHH	10	0085	chr7:153566888-153570225	10	0.04	0.03	0.00	12488	0
ballc	CHH	10	0085	chr7:153566888-153570225	10	1.02	0.67	0.24	35132	0
ballc	CHH	10	0086	chr12:11727290-11727741	10	0.91	0.60	0.21	35136	0
dmpp_list	CHH	10	0086	chr12:11727290-11727741	10	0.05	0.04	0.00	12028	0
dmpp_list	CHH	10	0087	chr13:107546191-107546670	10	0.04	0.03	0.01	14748	0
ballc	CHH	10	0087	chr13:107546191-107546670	10	1.00	0.66	0.22	35108	0
ballc	CHH	10	0088	chr8:72834326-72834875	10	0.99	0.63	0.23	35164	0
dmpp_list	CHH	10	0088	chr8:72834326-72834875	10	0.04	0.03	0.01	14496	0
dmpp_list	CHH	10	0089	chr17:56105181-56105412	10	0.08	0.03	0.01	12468	0
ballc	CHH	10	0089	chr17:56105181-56105412	10	0.99	0.65	0.24	35112	0
ballc	CHH	10	0090	chr7:52514751-52515858	10	0.94	0.61	0.23	35160	0
dmpp_list	CHH	10	0090	chr7:52514751-52515858	10	0.04	0.03	0.00	12448	0
dmpp_list	CHH	10	0091	chr18:25400148-25400486	10	0.05	0.03	0.01	12408	0
ballc	CHH	10	0091	chr18:25400148-25400486	10	1.01	0.64	0.22	35124	0
ballc	CHH	10	0092	chr14:83475221-83478226	10	1.05	0.70	0.21	35080	0
dmpp_list	CHH	10	0092	chr14:83475221-83478226	10	0.05	0.03	0.01	12112	0
dmpp_list	CHH	10	0093	chr20:55530845-55534227	10	0.04	0.03	0.01	12524	0
ballc	CHH	10	0093	chr20:55530845-55534227	10	1.00	0.64	0.23	35116	0
ballc	CHH	10	0094	chr5:68250344-68251453	10	0.97	0.66	0.21	35184	0
dmpp_list	CHH	10	0094	chr5:68250344-68251453	10	0.04	0.03	0.01	14440	0
dmpp_list	CHH	10	0095	chr19:53584341-53585579	10	0.04	0.04	0.00	12468	0
ballc	CHH	10	0095	chr19:53584341-53585579	10	0.97	0.62	0.25	35124	0
ballc	CHH	10	0096	chr4:46269607-46271784	10	1.03	0.67	0.22	35128	0
dmpp_list	CHH	10	0096	chr4:46269607-46271784	10	0.04	0.04	0.00	14488	0
dmpp_list	CHH	10	0097	chr7:32211625-32212362	10	0.04	0.03	0.00	12484	0
ballc	CHH	10	0097	chr7:32211625-32212362	10	0.98	0.62	0.23	35144	0
ballc	CHH	10	0098	chr18:1119195-1120276	10	1.13	0.67	0.22	35184	0
dmpp_list	CHH	10	0098	chr18:1119195-1120276	10	0.06	0.03	0.01	14552	0
dmpp_list	CHH	10	0099	chr10:44387560-44387653	10	0.12	0.03	0.01	12708	0
ballc	CHH	10	0099	chr10:44387560-44387653	10	1.04	0.64	0.23	35088	0
ballc	CHH	10	0100	chr1:236713100-236713431	10	1.04	0.60	0.20	35148	0
dmpp_list	CHH	10	0100	chr1:236713100-236713431	10	0.06	0.03	0.00	12224	0
dmpp_list	CHH	200	0001	chr18:60904687-60905329	200	3.89	0.80	0.06	14776	0
ballc	CHH	200	0001	chr18:60904687-60905329	200	19.43	12.23	4.27	35200	0
ballc	CHH	200	0002	chr7:129102492-129103257	200	19.69	14.23	4.47	35236	0
dmpp_list	CHH	200	0002	chr7:129102492-129103257	200	0.67	0.61	0.04	12856	0
dmpp_list	CHH	200	0003	chr10:80986092-80987802	200	2.39	0.63	0.04	13088	0
ballc	CHH	200	0003	chr10:80986092-80987802	200	20.69	14.91	4.75	35200	0
ballc	CHH	200	0004	chr7:73004751-73004968	200	20.90	14.15	5.15	35140	0
dmpp_list	CHH	200	0004	chr7:73004751-73004968	200	0.69	0.63	0.04	13004	0
dmpp_list	CHH	200	0005	chr19:54565849-54566796	200	1.76	0.64	0.04	13040	0
ballc	CHH	200	0005	chr19:54565849-54566796	200	18.74	13.97	4.58	35180	0
ballc	CHH	200	0006	chr9:100907369-100908413	200	18.91	12.86	4.43	35184	0
dmpp_list	CHH	200	0006	chr9:100907369-100908413	200	0.72	0.67	0.03	15060	0
dmpp_list	CHH	200	0007	chr6:62666358-62666693	200	0.73	0.67	0.04	15152	0
ballc	CHH	200	0007	chr6:62666358-62666693	200	20.17	14.34	4.71	35216	0
ballc	CHH	200	0008	chr8:4995081-4995181	200	19.77	14.06	4.53	35188	0
dmpp_list	CHH	200	0008	chr8:4995081-4995181	200	0.74	0.65	0.03	13120	0
dmpp_list	CHH	200	0009	chr5:2250505-2250695	200	0.70	0.65	0.03	15084	0
ballc	CHH	200	0009	chr5:2250505-2250695	200	20.35	14.48	4.60	35224	0
ballc	CHH	200	0010	chr11:92883107-92883298	200	19.52	13.97	4.35	35208	0
dmpp_list	CHH	200	0010	chr11:92883107-92883298	200	1.92	0.64	0.05	15112	0
dmpp_list	CHH	200	0011	chr11:25599990-25600068	200	1.71	0.63	0.06	15100	0
ballc	CHH	200	0011	chr11:25599990-25600068	200	18.78	13.15	4.21	35192	0
ballc	CHH	200	0012	chr11:58972007-58972930	200	19.97	14.57	4.35	35196	0
dmpp_list	CHH	200	0012	chr11:58972007-58972930	200	0.90	0.66	0.05	13116	0
dmpp_list	CHH	200	0013	chr8:10777349-10777787	200	0.73	0.68	0.02	13088	0
ballc	CHH	200	0013	chr8:10777349-10777787	200	19.99	14.41	4.38	35208	0
ballc	CHH	200	0014	chr5:135132025-135132550	200	20.39	14.59	4.47	35180	0
dmpp_list	CHH	200	0014	chr5:135132025-135132550	200	0.68	0.63	0.03	13036	0
dmpp_list	CHH	200	0015	chr22:45017786-45018409	200	1.68	0.64	0.04	13276	0
ballc	CHH	200	0015	chr22:45017786-45018409	200	19.30	13.96	4.30	35208	0
ballc	CHH	200	0016	chr14:25520941-25521563	200	19.94	14.27	4.53	35184	0
dmpp_list	CHH	200	0016	chr14:25520941-25521563	200	1.80	0.68	0.03	15236	0
dmpp_list	CHH	200	0017	chr5:175048343-175048570	200	0.85	0.67	0.03	13068	0
ballc	CHH	200	0017	chr5:175048343-175048570	200	19.76	14.07	4.46	35236	0
ballc	CHH	200	0018	chr3:34346374-34347822	200	19.64	14.04	4.34	35208	0
dmpp_list	CHH	200	0018	chr3:34346374-34347822	200	1.02	0.67	0.05	13044	0
dmpp_list	CHH	200	0019	chr16:27056092-27058943	200	1.76	0.67	0.05	12976	0
ballc	CHH	200	0019	chr16:27056092-27058943	200	20.23	14.60	4.50	35204	0
ballc	CHH	200	0020	chr21:46591012-46594063	200	19.62	14.11	4.37	35200	0
dmpp_list	CHH	200	0020	chr21:46591012-46594063	200	0.57	0.43	0.05	14624	0
dmpp_list	CHH	200	0021	chr3:140475747-140476554	200	1.77	0.66	0.03	12976	0
ballc	CHH	200	0021	chr3:140475747-140476554	200	20.48	14.92	4.37	35208	0
ballc	CHH	200	0022	chr1:221680909-221682657	200	19.58	14.14	4.34	35220	0
dmpp_list	CHH	200	0022	chr1:221680909-221682657	200	2.40	0.64	0.04	14728	0
dmpp_list	CHH	200	0023	chr16:26123069-26123622	200	0.79	0.62	0.04	13260	0
ballc	CHH	200	0023	chr16:26123069-26123622	200	19.53	14.07	4.34	35200	0
ballc	CHH	200	0024	chr14:85913918-85914615	200	19.82	14.23	4.38	35196	0
dmpp_list	CHH	200	0024	chr14:85913918-85914615	200	1.20	0.64	0.06	13116	0
dmpp_list	CHH	200	0025	chr2:65030383-65030570	200	1.45	0.65	0.03	14528	0
ballc	CHH	200	0025	chr2:65030383-65030570	200	19.10	13.57	4.26	35196	0
ballc	CHH	200	0026	chr11:79348942-79349508	200	17.38	11.98	3.91	35196	0
dmpp_list	CHH	200	0026	chr11:79348942-79349508	200	1.08	0.69	0.04	12988	0
dmpp_list	CHH	200	0027	chr20:26276905-26277145	200	1.77	0.67	0.05	15076	0
ballc	CHH	200	0027	chr20:26276905-26277145	200	19.52	14.26	4.24	35220	0
ballc	CHH	200	0028	chr6:65980861-65985996	200	19.15	13.75	4.24	35220	0
dmpp_list	CHH	200	0028	chr6:65980861-65985996	200	0.72	0.68	0.03	13052	0
dmpp_list	CHH	200	0029	chr12:118715386-118717440	200	1.36	0.69	0.03	13100	0
ballc	CHH	200	0029	chr12:118715386-118717440	200	20.01	14.47	4.40	35228	0
ballc	CHH	200	0030	chr7:67595333-67595734	200	18.83	13.65	4.21	35204	0
dmpp_list	CHH	200	0030	chr7:67595333-67595734	200	0.68	0.63	0.04	12992	0
dmpp_list	CHH	200	0031	chr11:57989487-57990002	200	0.70	0.65	0.03	13120	0
ballc	CHH	200	0031	chr11:57989487-57990002	200	19.52	14.06	4.14	35200	0
ballc	CHH	200	0032	chr19:23909741-23914442	200	19.56	14.15	4.14	35212	0
dmpp_list	CHH	200	0032	chr19:23909741-23914442	200	0.99	0.64	0.04	13032	0
dmpp_list	CHH	200	0033	chr11:127370712-127372744	200	0.76	0.63	0.05	13036	0
ballc	CHH	200	0033	chr11:127370712-127372744	200	18.74	13.71	3.98	35240	0
ballc	CHH	200	0034	chr2:40967444-40967745	200	19.73	14.42	4.15	35224	0
dmpp_list	CHH	200	0034	chr2:40967444-40967745	200	1.23	0.65	0.04	13104	0
dmpp_list	CHH	200	0035	chr10:3813894-3814451	200	0.75	0.63	0.04	14968	0
ballc	CHH	200	0035	chr10:3813894-3814451	200	19.21	13.81	4.16	35184	0
ballc	CHH	200	0036	chr15:98348879-98349258	200	18.90	13.07	4.20	35220	0
dmpp_list	CHH	200	0036	chr15:98348879-98349258	200	1.36	0.67	0.05	13060	0
dmpp_list	CHH	200	0037	chr4:2798992-2799189	200	1.21	0.68	0.06	13116	0
ballc	CHH	200	0037	chr4:2798992-2799189	200	19.86	14.44	4.27	35200	0
ballc	CHH	200	0038	chr7:147213115-147214169	200	19.03	13.88	4.13	35232	0
dmpp_list	CHH	200	0038	chr7:147213115-147214169	200	0.71	0.65	0.04	12788	0
dmpp_list	CHH	200	0039	chr11:132609364-132610559	200	0.78	0.61	0.04	15100	0
ballc	CHH	200	0039	chr11:132609364-132610559	200	19.68	14.10	4.34	35204	0
ballc	CHH	200	0040	chr18:53505240-53506718	200	18.99	13.70	4.14	35236	0
dmpp_list	CHH	200	0040	chr18:53505240-53506718	200	1.49	0.64	0.04	13036	0
dmpp_list	CHH	200	0041	chr7:142155340-142155941	200	0.68	0.62	0.04	15068	0
ballc	CHH	200	0041	chr7:142155340-142155941	200	16.87	12.63	4.09	35180	0
ballc	CHH	200	0042	chr8:93258272-93259554	200	19.95	14.41	4.39	35208	0
dmpp_list	CHH	200	0042	chr8:93258272-93259554	200	0.69	0.64	0.03	15116	0
dmpp_list	CHH	200	0043	chrX:56913054-56913738	200	0.70	0.64	0.04	15072	0
ballc	CHH	200	0043	chrX:56913054-56913738	200	18.82	13.59	4.17	35192	0
ballc	CHH	200	0044	chr6:124143967-124145005	200	19.38	13.83	4.18	35232	0
dmpp_list	CHH	200	0044	chr6:124143967-124145005	200	0.72	0.68	0.03	13036	0
dmpp_list	CHH	200	0045	chr12:57609991-57611227	200	0.99	0.68	0.04	15152	0
ballc	CHH	200	0045	chr12:57609991-57611227	200	18.97	13.61	4.22	35236	0
ballc	CHH	200	0046	chr5:16416167-16417731	200	18.76	13.46	4.18	35188	0
dmpp_list	CHH	200	0046	chr5:16416167-16417731	200	0.63	0.59	0.03	15080	0
dmpp_list	CHH	200	0047	chrX:33732914-33733256	200	0.64	0.61	0.03	13072	0
ballc	CHH	200	0047	chrX:33732914-33733256	200	18.12	12.73	3.98	35200	0
ballc	CHH	200	0048	chr20:7208269-7209333	200	18.99	13.70	4.06	35232	0
dmpp_list	CHH	200	0048	chr20:7208269-7209333	200	1.63	0.65	0.05	13072	0
dmpp_list	CHH	200	0049	chr2:236818024-236818461	200	1.40	0.64	0.04	15096	0
ballc	CHH	200	0049	chr2:236818024-236818461	200	18.73	13.60	4.02	35204	0
ballc	CHH	200	0050	chr13:55588098-55589591	200	18.89	13.60	4.13	35212	0
dmpp_list	CHH	200	0050	chr13:55588098-55589591	200	1.01	0.63	0.04	15056	0
dmpp_list	CHH	200	0051	chr4:72047673-72048201	200	0.68	0.63	0.04	12988	0
ballc	CHH	200	0051	chr4:72047673-72048201	200	18.13	12.86	4.09	35236	0
ballc	CHH	200	0052	chr5:15449680-15450643	200	17.77	12.56	3.87	35208	0
